group_desc	supergroup1	series_code	group_code	primary_option_code	secondary_option_code	id	series_desc	option_desc	currency	price	standard_option_desc	compacted_option_desc	obsolete	compulsory	BAM	BHZ	BLT	BRK	BST	BVT	CHR	CHT	CLA	CPH	ELT	EMK	FCL	FTN	FTP	HYD	LEV	LTY	MHT	MLT	STG	VWY	AQU	BCH
VALVE	HYDRAULICS	A908	400	A908400013		A908400013          	ERC20-32AGF / ERCGH	VALVE: AC E-HYD JOY 3 FUNC W/O LOCK STD	EUR	1315	VALVE: AC E-HYD JOY 3 FUNC W/O LOCK STD	 VALVE:ACEHYDJOY3FUNCW/OLOCKSTD	N	N									Non Clamping					3 Functions		E-Hydraulics	Joystick					3 Ways		
VALVE	HYDRAULICS	A908	400	A908400020		A908400020          	ERC20-32AGF / ERCGH	VALVE : MANUAL AC HYD 4 FUNC W/LOCK	EUR	215	VALVE : MANUAL AC HYD 4 FUNC W/LOCK	 VALVE:MANUALACHYD4FUNCW/LOCK	N	N									Clamping					4 Functions		Man Hydraulics						4 Ways		
VALVE	HYDRAULICS	A908	400	A908400021		A908400021          	ERC20-32AGF / ERCGH	VALVE: AC E-HYD MINI 4 FUNC W/LOCK STD	EUR	1275	VALVE: AC E-HYD MINI 4 FUNC W/LOCK STD	 VALVE:ACEHYDMINI4FUNCW/LOCKSTD	N	N									Clamping					4 Functions		E-Hydraulics	Mini Levers					4 Ways		
VALVE	HYDRAULICS	A908	400	A908400022		A908400022          	ERC20-32AGF / ERCGH	VALVE: AC E-HYD MINI 4 FUNC W/LOCK HIGH	EUR	1520	VALVE: AC E-HYD MINI 4 FUNC W/LOCK HIGH	 VALVE:ACEHYDMINI4FUNCW/LOCKHIGH	N	N									Clamping					4 Functions		E-Hydraulics	Mini Levers					4 Ways		
MASTS	MAST	A908	420	A908420001		A908420001          	ERC20-32AGF / ERCGH	MAST : 2 STG LFL 3330MM CLASS 2	EUR	0	MAST : 2 STG LFL 3330MM CLASS 2	 MAST:2STGLFL3330MMCLASS2	N	N													Class 2					LFL	3330 MM		2 Stages			
MASTS	MAST	A908	420	A908420002		A908420002          	ERC20-32AGF / ERCGH	MAST : 2 STG LFL 3830MM CLASS 2	EUR	50	MAST : 2 STG LFL 3830MM CLASS 2	 MAST:2STGLFL3830MMCLASS2	N	N													Class 2					LFL	3830 MM		2 Stages			
MASTS	MAST	A908	420	A908420003		A908420003          	ERC20-32AGF / ERCGH	MAST : 2 STG LFL 4330MM CLASS 2	EUR	205	MAST : 2 STG LFL 4330MM CLASS 2	 MAST:2STGLFL4330MMCLASS2	N	N													Class 2					LFL	4330 MM		2 Stages			
MASTS	MAST	A908	420	A908420004		A908420004          	ERC20-32AGF / ERCGH	MAST : 2 STG LFL 3205MM CLASS 3	EUR	0	MAST : 2 STG LFL 3205MM CLASS 3	 MAST:2STGLFL3205MMCLASS3	N	N													Class 3					LFL	3205 MM		2 Stages			
MASTS	MAST	A908	420	A908420005		A908420005          	ERC20-32AGF / ERCGH	MAST : 2 STG LFL 3705MM CLASS 3	EUR	50	MAST : 2 STG LFL 3705MM CLASS 3	 MAST:2STGLFL3705MMCLASS3	N	N													Class 3					LFL	3705 MM		2 Stages			
MASTS	MAST	A908	420	A908420006		A908420006          	ERC20-32AGF / ERCGH	MAST : 2 STG LFL 4205MM CLASS 3	EUR	205	MAST : 2 STG LFL 4205MM CLASS 3	 MAST:2STGLFL4205MMCLASS3	N	N													Class 3					LFL	4205 MM		2 Stages			
MASTS	MAST	A908	420	A908420007		A908420007          	ERC20-32AGF / ERCGH	MAST : 2 STG FFL 3300MM CLASS 2	EUR	1120	MAST : 2 STG FFL 3300MM CLASS 2	 MAST:2STGFFL3300MMCLASS2	N	N													Class 2					FFL	3300 MM		2 Stages			
MASTS	MAST	A908	420	A908420008		A908420008          	ERC20-32AGF / ERCGH	MAST : 2 STG FFL 3205MM CLASS 3	EUR	1070	MAST : 2 STG FFL 3205MM CLASS 3	 MAST:2STGFFL3205MMCLASS3	N	N													Class 3					FFL	3205 MM		2 Stages			
MASTS	MAST	A908	420	A908420009		A908420009          	ERC20-32AGF / ERCGH	MAST : 3 STG FFL 4950MM CLASS 2	EUR	2800	MAST : 3 STG FFL 4950MM CLASS 2	 MAST:3STGFFL4950MMCLASS2	N	N													Class 2					FFL	4950 MM		3 Stages			
MASTS	MAST	A908	420	A908420010		A908420010          	ERC20-32AGF / ERCGH	MAST : 3 STG FFL 5550MM CLASS 2	EUR	2955	MAST : 3 STG FFL 5550MM CLASS 2	 MAST:3STGFFL5550MMCLASS2	N	N													Class 2					FFL	5550 MM		3 Stages			
MASTS	MAST	A908	420	A908420011		A908420011          	ERC20-32AGF / ERCGH	MAST : 3 STG FFL 4765MM CLASS 3	EUR	2700	MAST : 3 STG FFL 4765MM CLASS 3	 MAST:3STGFFL4765MMCLASS3	N	N													Class 3					FFL	4765 MM		3 Stages			
MASTS	MAST	A908	420	A908420012		A908420012          	ERC20-32AGF / ERCGH	MAST : 3 STG FFL 5365MM CLASS 3	EUR	2955	MAST : 3 STG FFL 5365MM CLASS 3	 MAST:3STGFFL5365MMCLASS3	N	N													Class 3					FFL	5365 MM		3 Stages			
MASTS	MAST	A908	420	A908420999	A908000011	A908420999A908000011	ERC20-32AGF / ERCGH	LESS MAST	EUR	-3670	LESS MAST	 LESSMAST	N	N																								
MASTS	MAST	A908	420	A908420999	A908000012	A908420999A908000012	ERC20-32AGF / ERCGH	LESS MAST	EUR	-3670	LESS MAST	 LESSMAST	N	N																								
MASTS	MAST	A908	420	A908420999	A908000013	A908420999A908000013	ERC20-32AGF / ERCGH	LESS MAST	EUR	-3820	LESS MAST	 LESSMAST	N	N																								
MASTS	MAST	A908	420	A908420999	A908000014	A908420999A908000014	ERC20-32AGF / ERCGH	LESS MAST	EUR	-3820	LESS MAST	 LESSMAST	N	N																								
CARRIAGE	CARRIAGE	A908	500	A908500001		A908500001          	ERC20-32AGF / ERCGH	CARRIAGE : 2 STG LFL 980MM CLASS 2	EUR	0	CARRIAGE : 2 STG LFL 980MM CLASS 2	 CARRIAGE:2STGLFL980MMCLASS2	N	N								980					Class 2					LFL			2 Stages			
CARRIAGE	CARRIAGE	A908	500	A908500002		A908500002          	ERC20-32AGF / ERCGH	CARRIAGE : 2 STG FFL 980MM CLASS 2	EUR	0	CARRIAGE : 2 STG FFL 980MM CLASS 2	 CARRIAGE:2STGFFL980MMCLASS2	N	N								980					Class 2					FFL			2 Stages			
CARRIAGE	CARRIAGE	A908	500	A908500003		A908500003          	ERC20-32AGF / ERCGH	CARRIAGE : 3 STG FFL 980MM CLASS 2	EUR	0	CARRIAGE : 3 STG FFL 980MM CLASS 2	 CARRIAGE:3STGFFL980MMCLASS2	N	N								980					Class 2					FFL			3 Stages			
CARRIAGE	CARRIAGE	A908	500	A908500004		A908500004          	ERC20-32AGF / ERCGH	CARRIAGE : 2 STG LFL 980MM CLASS 3	EUR	0	CARRIAGE : 2 STG LFL 980MM CLASS 3	 CARRIAGE:2STGLFL980MMCLASS3	N	N								980					Class 3					LFL			2 Stages			
CARRIAGE	CARRIAGE	A908	500	A908500005		A908500005          	ERC20-32AGF / ERCGH	CARRIAGE : 2 STG FFL 980MM CLASS 3	EUR	0	CARRIAGE : 2 STG FFL 980MM CLASS 3	 CARRIAGE:2STGFFL980MMCLASS3	N	N								980					Class 3					FFL			2 Stages			
CARRIAGE	CARRIAGE	A908	500	A908500006		A908500006          	ERC20-32AGF / ERCGH	CARRIAGE : 3 STG FFL 980MM CLASS 3	EUR	0	CARRIAGE : 3 STG FFL 980MM CLASS 3	 CARRIAGE:3STGFFL980MMCLASS3	N	N								980					Class 3					FFL			3 Stages			
CARRIAGE	CARRIAGE	A908	500	A908500007		A908500007          	ERC20-32AGF / ERCGH	INTEGRAL S/S CARRIAGE 2 STG LFL CLASS 2	EUR	375	INTEGRAL S/S CARRIAGE 2 STG LFL CLASS 2	 INTEGRALS/SCARRIAGE2STGLFLCLASS2	N	N													Class 2					LFL			2 Stages			
CARRIAGE	CARRIAGE	A908	500	A908500008		A908500008          	ERC20-32AGF / ERCGH	INTEGRAL S/S CARRIAGE 2 STG FFL CLASS 2	EUR	375	INTEGRAL S/S CARRIAGE 2 STG FFL CLASS 2	 INTEGRALS/SCARRIAGE2STGFFLCLASS2	N	N													Class 2					FFL			2 Stages			
CARRIAGE	CARRIAGE	A908	500	A908500009		A908500009          	ERC20-32AGF / ERCGH	INTEGRAL S/S CARRIAGE 3 STG FFL CLASS 2	EUR	375	INTEGRAL S/S CARRIAGE 3 STG FFL CLASS 2	 INTEGRALS/SCARRIAGE3STGFFLCLASS2	N	N													Class 2					FFL			3 Stages			
CARRIAGE	CARRIAGE	A908	500	A908500010		A908500010          	ERC20-32AGF / ERCGH	INTEGRAL S/S CARRIAGE 2 STG LFL CLASS 3	EUR	440	INTEGRAL S/S CARRIAGE 2 STG LFL CLASS 3	 INTEGRALS/SCARRIAGE2STGLFLCLASS3	N	N													Class 3					LFL			2 Stages			
CARRIAGE	CARRIAGE	A908	500	A908500011		A908500011          	ERC20-32AGF / ERCGH	INTEGRAL S/S CARRIAGE 2 STG FFL CLASS 3	EUR	440	INTEGRAL S/S CARRIAGE 2 STG FFL CLASS 3	 INTEGRALS/SCARRIAGE2STGFFLCLASS3	N	N													Class 3					FFL			2 Stages			
CARRIAGE	CARRIAGE	A908	500	A908500012		A908500012          	ERC20-32AGF / ERCGH	INTEGRAL S/S CARRIAGE 3 STG FFL CLASS 3	EUR	440	INTEGRAL S/S CARRIAGE 3 STG FFL CLASS 3	 INTEGRALS/SCARRIAGE3STGFFLCLASS3	N	N													Class 3					FFL			3 Stages			
CARRIAGE	CARRIAGE	A908	500	A908500999	A908000011	A908500999A908000011	ERC20-32AGF / ERCGH	LESS CARRIAGE	EUR	-690	LESS CARRIAGE	 LESSCARRIAGE	N	N																								
CARRIAGE	CARRIAGE	A908	500	A908500999	A908000012	A908500999A908000012	ERC20-32AGF / ERCGH	LESS CARRIAGE	EUR	-690	LESS CARRIAGE	 LESSCARRIAGE	N	N																								
CARRIAGE	CARRIAGE	A908	500	A908500999	A908000013	A908500999A908000013	ERC20-32AGF / ERCGH	LESS CARRIAGE	EUR	-730	LESS CARRIAGE	 LESSCARRIAGE	N	N																								
CARRIAGE	CARRIAGE	A908	500	A908500999	A908000014	A908500999A908000014	ERC20-32AGF / ERCGH	LESS CARRIAGE	EUR	-730	LESS CARRIAGE	 LESSCARRIAGE	N	N																								
MAST TILT	MAST	A908	560	A908560001		A908560001          	ERC20-32AGF / ERCGH	MAST TILT : 5 FWD 5 BACK	EUR	0	MAST TILT : 5 FWD 5 BACK	 MASTTILT:5FWD5BACK	N	N																								
MAST TILT	MAST	A908	560	A908560002		A908560002          	ERC20-32AGF / ERCGH	MAST TILT : 5 FWD 8 BACK	EUR	0	MAST TILT : 5 FWD 8 BACK	 MASTTILT:5FWD8BACK	N	N																								
MAST TILT	MAST	A908	560	A908560011		A908560011          	ERC20-32AGF / ERCGH	MAST TILT : 5 FWD 5 BACK	EUR	0	MAST TILT : 5 FWD 5 BACK	 MASTTILT:5FWD5BACK	N	N																								
MAST TILT	MAST	A908	560	A908560012		A908560012          	ERC20-32AGF / ERCGH	MAST TILT : 5 FWD 8 BACK	EUR	0	MAST TILT : 5 FWD 8 BACK	 MASTTILT:5FWD8BACK	N	N																								
LOAD BACKREST	CARRIAGE	A908	580	A908580001		A908580001          	ERC20-32AGF / ERCGH	LOAD BACKREST : 980MM CLASS 2	EUR	0	LOAD BACKREST : 980MM CLASS 2	 LOADBACKREST:980MMCLASS2	N	N								980					Class 2											
LOAD BACKREST	CARRIAGE	A908	580	A908580002		A908580002          	ERC20-32AGF / ERCGH	LOAD BACKREST : 980MM CLASS 3	EUR	0	LOAD BACKREST : 980MM CLASS 3	 LOADBACKREST:980MMCLASS3	N	N								980					Class 3											
LOAD BACKREST	CARRIAGE	A908	580	A908580999	A908000011	A908580999A908000011	ERC20-32AGF / ERCGH	LESS LOAD BACKREST	EUR	-330	LESS LOAD BACKREST	 LESSLOADBACKREST	N	N																								
LOAD BACKREST	CARRIAGE	A908	580	A908580999	A908000012	A908580999A908000012	ERC20-32AGF / ERCGH	LESS LOAD BACKREST	EUR	-330	LESS LOAD BACKREST	 LESSLOADBACKREST	N	N																								
LOAD BACKREST	CARRIAGE	A908	580	A908580999	A908000013	A908580999A908000013	ERC20-32AGF / ERCGH	LESS LOAD BACKREST	EUR	-340	LESS LOAD BACKREST	 LESSLOADBACKREST	N	N																								
LOAD BACKREST	CARRIAGE	A908	580	A908580999	A908000014	A908580999A908000014	ERC20-32AGF / ERCGH	LESS LOAD BACKREST	EUR	-340	LESS LOAD BACKREST	 LESSLOADBACKREST	N	N																								
FORKS	MAST	A908	600	A908600001		A908600001          	ERC20-32AGF / ERCGH	FORKS : 1000MM CLASS 2	EUR	0	FORKS : 1000MM CLASS 2	 FORKS:1000MMCLASS2	N	N																								
FORKS	MAST	A908	600	A908600002		A908600002          	ERC20-32AGF / ERCGH	FORKS : 1100MM CLASS 2	EUR	145	FORKS : 1100MM CLASS 2	 FORKS:1100MMCLASS2	N	N																								
FORKS	MAST	A908	600	A908600003		A908600003          	ERC20-32AGF / ERCGH	FORKS : 1200MM CLASS 2	EUR	170	FORKS : 1200MM CLASS 2	 FORKS:1200MMCLASS2	N	N																								
FORKS	MAST	A908	600	A908600004		A908600004          	ERC20-32AGF / ERCGH	FORKS : 1000MM CLASS 3	EUR	0	FORKS : 1000MM CLASS 3	 FORKS:1000MMCLASS3	N	N																								
FORKS	MAST	A908	600	A908600005		A908600005          	ERC20-32AGF / ERCGH	FORKS : 1100MM CLASS 3	EUR	150	FORKS : 1100MM CLASS 3	 FORKS:1100MMCLASS3	N	N																								
FORKS	MAST	A908	600	A908600006		A908600006          	ERC20-32AGF / ERCGH	FORKS : 1200MM CLASS 3	EUR	175	FORKS : 1200MM CLASS 3	 FORKS:1200MMCLASS3	N	N																								
FORKS	MAST	A908	600	A908600999	A908000011	A908600999A908000011	ERC20-32AGF / ERCGH	LESS FORKS	EUR	-285	LESS FORKS	 LESSFORKS	N	N																								
FORKS	MAST	A908	600	A908600999	A908000012	A908600999A908000012	ERC20-32AGF / ERCGH	LESS FORKS	EUR	-285	LESS FORKS	 LESSFORKS	N	N																								
FORKS	MAST	A908	600	A908600999	A908000013	A908600999A908000013	ERC20-32AGF / ERCGH	LESS FORKS	EUR	-380	LESS FORKS	 LESSFORKS	N	N																								
FORKS	MAST	A908	600	A908600999	A908000014	A908600999A908000014	ERC20-32AGF / ERCGH	LESS FORKS	EUR	-380	LESS FORKS	 LESSFORKS	N	N																								
HOSES	MAST	A908	620	A908620001		A908620001          	ERC20-32AGF / ERCGH	3 WAY HOSES FOR 2 STG LFL MASTS	EUR	270	3 WAY HOSES FOR 2 STG LFL MASTS	 3WAYHOSESFOR2STGLFLMASTS	N	N																		LFL			2 Stages	3 Ways		
HOSES	MAST	A908	620	A908620002		A908620002          	ERC20-32AGF / ERCGH	3 WAY HOSES FOR 2 STG FFL MASTS	EUR	355	3 WAY HOSES FOR 2 STG FFL MASTS	 3WAYHOSESFOR2STGFFLMASTS	N	N																		FFL			2 Stages	3 Ways		
HOSES	MAST	A908	620	A908620003		A908620003          	ERC20-32AGF / ERCGH	3 WAY HOSES FOR 3 STG FFL MASTS	EUR	440	3 WAY HOSES FOR 3 STG FFL MASTS	 3WAYHOSESFOR3STGFFLMASTS	N	N																		FFL			3 Stages	3 Ways		
HOSES	MAST	A908	620	A908620004		A908620004          	ERC20-32AGF / ERCGH	4 WAY HOSES FOR 2 STG LFL MASTS	EUR	465	4 WAY HOSES FOR 2 STG LFL MASTS	 4WAYHOSESFOR2STGLFLMASTS	N	N																		LFL			2 Stages	4 Ways		
HOSES	MAST	A908	620	A908620005		A908620005          	ERC20-32AGF / ERCGH	4 WAY HOSES FOR 2 STG FFL MASTS	EUR	500	4 WAY HOSES FOR 2 STG FFL MASTS	 4WAYHOSESFOR2STGFFLMASTS	N	N																		FFL			2 Stages	4 Ways		
HOSES	MAST	A908	620	A908620006		A908620006          	ERC20-32AGF / ERCGH	4 WAY HOSES FOR 3 STG FFL MASTS	EUR	535	4 WAY HOSES FOR 3 STG FFL MASTS	 4WAYHOSESFOR3STGFFLMASTS	N	N																		FFL			3 Stages	4 Ways		
LIGHT INSTALLATION KIT	LIGHTS	A908	690	A908690001		A908690001          	ERC20-32AGF / ERCGH	DC CONVERTOR WITH LIGHT HARNESS	EUR	240	DC CONVERTOR WITH LIGHT HARNESS	 DCCONVERTORWITHLIGHTHARNESS																										
LIGHT INSTALLATION KIT	LIGHTS	A908	690	A908690002		A908690002          	ERC20-32AGF / ERCGH	LIGHT HARNESS	EUR	0	LIGHT HARNESS	 LIGHTHARNESS																										
LIGHTS - EUROPE	LIGHTS	A908	700	A908700001		A908700001          	ERC20-32AGF / ERCGH	LIGHTS : FRONT/DRIVE/STOP/REVERSE	EUR	975	LIGHTS : FRONT/DRIVE/STOP/REVERSE	 LIGHTS:FRONT/DRIVE/STOP/REVERSE																										
LIGHTS - EUROPE	LIGHTS	A908	700	A908700002		A908700002          	ERC20-32AGF / ERCGH	LIGHTS : 1 REAR WORK LAMP	EUR	225	LIGHTS : 1 REAR WORK LAMP	 LIGHTS:1REARWORKLAMP																										
LIGHTS - EUROPE	LIGHTS	A908	700	A908700003		A908700003          	ERC20-32AGF / ERCGH	LIGHTS : 1 SWIVEL SPOTLIGHT	EUR	225	LIGHTS : 1 SWIVEL SPOTLIGHT	 LIGHTS:1SWIVELSPOTLIGHT																										
LIGHTS - EUROPE	LIGHTS	A908	700	A908700004		A908700004          	ERC20-32AGF / ERCGH	LIGHTS : FLASHING STROBE (TOP MOUNTED)	EUR	355	LIGHTS : FLASHING STROBE (TOP MOUNTED)	 LIGHTS:FLASHINGSTROBE(TOPMOUNTED)																										
REVERSE ALARM	DRIVE	A908	720	A908720001		A908720001          	ERC20-32AGF / ERCGH	BACK UP ALARM	EUR	240	BACK UP ALARM	 BACKUPALARM																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740001		A908740001          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : ENGLISH	EUR	0	LITERATURE PACKAGE : ENGLISH	 LITERATUREPACKAGE:ENGLISH																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740002		A908740002          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : DUTCH	EUR	0	LITERATURE PACKAGE : DUTCH	 LITERATUREPACKAGE:DUTCH																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740003		A908740003          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : GERMAN	EUR	0	LITERATURE PACKAGE : GERMAN	 LITERATUREPACKAGE:GERMAN																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740004		A908740004          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : FRENCH	EUR	0	LITERATURE PACKAGE : FRENCH	 LITERATUREPACKAGE:FRENCH																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740005		A908740005          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : SPANISH	EUR	0	LITERATURE PACKAGE : SPANISH	 LITERATUREPACKAGE:SPANISH																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740006		A908740006          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : SWEDISH	EUR	0	LITERATURE PACKAGE : SWEDISH	 LITERATUREPACKAGE:SWEDISH																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740007		A908740007          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : DANISH	EUR	0	LITERATURE PACKAGE : DANISH	 LITERATUREPACKAGE:DANISH																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740008		A908740008          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : ITALIAN	EUR	0	LITERATURE PACKAGE : ITALIAN	 LITERATUREPACKAGE:ITALIAN																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740009		A908740009          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : PORTUGUESE	EUR	0	LITERATURE PACKAGE : PORTUGUESE	 LITERATUREPACKAGE:PORTUGUESE																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740010		A908740010          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : FINNISH	EUR	0	LITERATURE PACKAGE : FINNISH	 LITERATUREPACKAGE:FINNISH																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740011		A908740011          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : NORWEGIAN	EUR	0	LITERATURE PACKAGE : NORWEGIAN	 LITERATUREPACKAGE:NORWEGIAN																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740012		A908740012          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : CZECH	EUR	0	LITERATURE PACKAGE : CZECH	 LITERATUREPACKAGE:CZECH																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740013		A908740013          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : HUNGARIAN	EUR	0	LITERATURE PACKAGE : HUNGARIAN	 LITERATUREPACKAGE:HUNGARIAN																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740014		A908740014          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : POLISH	EUR	0	LITERATURE PACKAGE : POLISH	 LITERATUREPACKAGE:POLISH																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740015		A908740015          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : RUSSIAN	EUR	0	LITERATURE PACKAGE : RUSSIAN	 LITERATUREPACKAGE:RUSSIAN																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740016		A908740016          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : ESTONIAN	EUR	0	LITERATURE PACKAGE : ESTONIAN	 LITERATUREPACKAGE:ESTONIAN																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740017		A908740017          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : LATIVIAN	EUR	0	LITERATURE PACKAGE : LATIVIAN	 LITERATUREPACKAGE:LATIVIAN																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740018		A908740018          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : LITHUANIAN	EUR	0	LITERATURE PACKAGE : LITHUANIAN	 LITERATUREPACKAGE:LITHUANIAN																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740019		A908740019          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : ROMANIAN	EUR	0	LITERATURE PACKAGE : ROMANIAN	 LITERATUREPACKAGE:ROMANIAN																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740020		A908740020          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : SLOVAKIAN	EUR	0	LITERATURE PACKAGE : SLOVAKIAN	 LITERATUREPACKAGE:SLOVAKIAN																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740021		A908740021          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : SLOVENIAN	EUR	0	LITERATURE PACKAGE : SLOVENIAN	 LITERATUREPACKAGE:SLOVENIAN																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740022		A908740022          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : TURKISH	EUR	0	LITERATURE PACKAGE : TURKISH	 LITERATUREPACKAGE:TURKISH																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740023		A908740023          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : ICELANDIC	EUR	0	LITERATURE PACKAGE : ICELANDIC	 LITERATUREPACKAGE:ICELANDIC																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740024		A908740024          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : GREEK	EUR	0	LITERATURE PACKAGE : GREEK	 LITERATUREPACKAGE:GREEK																										
TRUCK LITERATURE PACKAGE	MANUALS	A908	740	A908740999		A908740999          	ERC20-32AGF / ERCGH	LITERATURE PACKAGE : STOCK	EUR	0	LITERATURE PACKAGE : STOCK	 LITERATUREPACKAGE:STOCK																										
BATTERY	BATTERY	A908	760	A908760001		A908760001          	ERC20-32AGF / ERCGH	CMP : 72V,450AH (E2.00-2.50XM/20-25AGF)	EUR	3065	CMP : 72V,450AH (E2.00-2.50XM/20-25AGF)	 CMP:72V,450AH(E200250XM/2025AGF)	N	N	450 Ah					72 Volts																		
BATTERY	BATTERY	A908	760	A908760099		A908760099          	ERC20-32AGF / ERCGH	LESS BATTERY	EUR	0	LESS BATTERY	 LESSBATTERY	N	N																								
BATTERY	BATTERY	A908	760	A908760101		A908760101          	ERC20-32AGF / ERCGH	BATT - 72V 450AH WC SBE	EUR	5330	BATT - 72V 450AH WC SBE	 BATT72V450AHWCSBE	N	N	450 Ah		C		SBE	72 Volts																		
BATTERY	BATTERY	A908	760	A908760102		A908760102          	ERC20-32AGF / ERCGH	BATT - 80V 375AH WC SBE	EUR	5070	BATT - 80V 375AH WC SBE	 BATT80V375AHWCSBE	N	N	375 Ah		C		SBE	80 Volts																		
BATTERY	BATTERY	A908	760	A908760103		A908760103          	ERC20-32AGF / ERCGH	BATT - 72V 455AH WC SBE	EUR	6325	BATT - 72V 455AH WC SBE	 BATT72V455AHWCSBE	N	N	455 Ah		C		SBE	72 Volts																		
BATTERY	BATTERY	A908	760	A908760104		A908760104          	ERC20-32AGF / ERCGH	BATT - 72V 525AH WC SBE	EUR	7380	BATT - 72V 525AH WC SBE	 BATT72V525AHWCSBE	N	N	525 Ah		C		SBE	72 Volts																		
BATTERY	BATTERY	A908	760	A908760105		A908760105          	ERC20-32AGF / ERCGH	BATT - 80V 450AH WC SBE	EUR	5615	BATT - 80V 450AH WC SBE	 BATT80V450AHWCSBE	N	N	450 Ah		C		SBE	80 Volts																		
BATTERY	BATTERY	A908	760	A908760106		A908760106          	ERC20-32AGF / ERCGH	BATT - 72V 675AH WC SBE	EUR	7540	BATT - 72V 675AH WC SBE	 BATT72V675AHWCSBE	N	N	675 Ah		C		SBE	72 Volts																		
BATTERY	BATTERY	A908	760	A908760107		A908760107          	ERC20-32AGF / ERCGH	BATT - 80V 600AH WC SBE	EUR	7475	BATT - 80V 600AH WC SBE	 BATT80V600AHWCSBE	N	N	600 Ah		C		SBE	80 Volts																		
BATTERY TYPE	BATTERY	A908	761	A908761001		A908761001          	ERC20-32AGF / ERCGH	BATTERY STANDARD	EUR	0	BATTERY STANDARD	 BATTERYSTANDARD	N	N																								
BATTERY TYPE	BATTERY	A908	761	A908761002		A908761002          	ERC20-32AGF / ERCGH	BATTERY WITH AQUAMATIC	EUR	510	BATTERY WITH AQUAMATIC	 BATTERYWITHAQUAMATIC	N	N																							Aquamatic	
BATTERY TYPE	BATTERY	A908	761	A908761003		A908761003          	ERC20-32AGF / ERCGH	BATTERY WITH AIR MIX	EUR	510	BATTERY WITH AIR MIX	 BATTERYWITHAIRMIX	N	N																							Air Mix	
BATTERY TYPE	BATTERY	A908	761	A908761004		A908761004          	ERC20-32AGF / ERCGH	BATTERY WITH AQUAMATIC & AIR MIX	EUR	1025	BATTERY WITH AQUAMATIC & AIR MIX	 BATTERYWITHAQUAMATIC&AIRMIX	N	N																							Aquamatic, Air Mix	
