group_desc	supergroup1	series_code	group_code	primary_option_code	secondary_option_code	id	series_desc	option_desc	currency	price	standard_option_desc	compacted_option_desc	obsolete	compulsory	BAM	BHZ	BLT	BRK	BST	BVT	CHR	CHT	CLA	CPH	ELT	EMK	FCL	FTN	FTP	HYD	LEV	LTY	MHT	MLT	STG	VWY	AQU	BCH
BATTERY CHARGER	BATTERY	C841	G258	C841G25804		C841G25804          	MP16,18,20	CHARGER 50HZ-1 PHASE-24/30-12HR   HAWKER	EUR	300	CHARGER 50HZ-1 PHASE-24/30-12HR   HAWKER	 CHARGER50HZ1PHASE24/3012HRHAWKER	N	N		50 Hz				24 Volts	12 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	C841	G258	C841G25805		C841G25805          	MP16,18,20	CHARGER 1 PHASE-HF-SMT 24/30-7HR  HAWKER	EUR	620	CHARGER 1 PHASE-HF-SMT 24/30-7HR  HAWKER	 CHARGER1PHASEHFSMT24/307HRHAWKER	N	N						24 Volts	7 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	C841	G258	C841G25806		C841G25806          	MP16,18,20	CHARGER 1 PHASE-HF-SMT 24/40-7HR  HAWKER	EUR	835	CHARGER 1 PHASE-HF-SMT 24/40-7HR  HAWKER	 CHARGER1PHASEHFSMT24/407HRHAWKER	N	N						24 Volts	7 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	C841	G258	C841G25807		C841G25807          	MP16,18,20	CHARGER 1 PHASE-HF-SMT 24/20-12HR HAWKER	EUR	435	CHARGER 1 PHASE-HF-SMT 24/20-12HR HAWKER	 CHARGER1PHASEHFSMT24/2012HRHAWKER	N	N						24 Volts	12 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	C841	G258	C841G25808		C841G25808          	MP16,18,20	CHARGER 1 PHASE-HF-SMT 24/25-12HR HAWKER	EUR	490	CHARGER 1 PHASE-HF-SMT 24/25-12HR HAWKER	 CHARGER1PHASEHFSMT24/2512HRHAWKER	N	N						24 Volts	12 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	C841	G258	C841G25830		C841G25830          	MP16,18,20	ON BOARD CHARGER 24V 25A *ZIVAN*	EUR	229	ON BOARD CHARGER 24V 25A *ZIVAN*	 ONBOARDCHARGER24V25A*ZIVAN*	N	N	25 Ah					24 Volts																		
BATTERY CHARGER	BATTERY	C841	G258	C841G25898		C841G25898          	MP16,18,20	LESS INTERNAL CHARGER MODEL MP16 ONLY	EUR	-56	LESS INTERNAL CHARGER MODEL MP16 ONLY	 LESSINTERNALCHARGERMODELMP16ONLY	N	N																								
BATTERY CHARGER	BATTERY	C841	G258	C841G25899		C841G25899          	MP16,18,20	LESS CHARGER ONLY FOR MP18/MP20	EUR	0	LESS CHARGER ONLY FOR MP18/MP20	 LESSCHARGERONLYFORMP18/MP20	N	N																								
BATTERY TYPE	BATTERY	C843	761	C843761002		C843761002          	MP20X	AQUAMATIC TYPE BATTERY	EUR	160	AQUAMATIC TYPE BATTERY	 AQUAMATICTYPEBATTERY	N	N																							Aquamatic	
BATTERY TYPE	BATTERY	C843	761	C843761003		C843761003          	MP20X	AIR MIX TYPE BATTERY	EUR	160	AIR MIX TYPE BATTERY	 AIRMIXTYPEBATTERY	N	N																							Air Mix	
CHARGER TYPE	BATTERY	C843	782	C843782001		C843782001          	MP20X	AIR PUMP FOR CHARGER-FOR BATT.W/AIRMIX	EUR	440	AIR PUMP FOR CHARGER-FOR BATT.W/AIRMIX	 AIRPUMPFORCHARGERFORBATTW/AIRMIX	N	N																							Air Mix	
MODEL	MODEL	C843	G001	C843G00101		C843G00101          	MP20X	MODEL: MP20X	EUR	9770	MP20X	 MODEL:MP20X																										
TRANS & DIRECTIONAL CONTR	ENGINE	C843	G057	C843G05701		C843G05701          	MP20X	MECHANICAL TILLER	EUR	-930	MECHANICAL TILLER	 MECHANICALTILLER	N	N																								
TRANS & DIRECTIONAL CONTR	ENGINE	C843	G057	C843G05702		C843G05702          	MP20X	ELECTRIC SERVO TILLER	EUR	0	ELECTRIC SERVO TILLER	 ELECTRICSERVOTILLER	N	N																								
CONFIGURATION	FRAME	C843	G090	C843G09001		C843G09001          	MP20X	STANDARD APPLICATION	EUR	0	STANDARD APPLICATION	 STANDARDAPPLICATION																										
CONFIGURATION	FRAME	C843	G090	C843G09002		C843G09002          	MP20X	COLD STORE -30 DEGREE C	EUR	680	COLD STORE -30 DEGREE C	 COLDSTORE30DEGREEC																										
FORKS	MAST	C843	G159	C843G15901		C843G15901          	MP20X	300A FORKS 560X980  (X=801MM)	EUR	0	300A FORKS 560X980  (X=801MM)	 300AFORKS560X980(X=801MM)	N	N																								
FORKS	MAST	C843	G159	C843G15902		C843G15902          	MP20X	300A FORKS 560X1183 (X=1004MM)	EUR	0	300A FORKS 560X1183 (X=1004MM)	 300AFORKS560X1183(X=1004MM)	N	N																								
FORKS	MAST	C843	G159	C843G15903		C843G15903          	MP20X	300A FORKS 650X980  (X=801MM)	EUR	0	300A FORKS 650X980  (X=801MM)	 300AFORKS650X980(X=801MM)	N	N																								
FORKS	MAST	C843	G159	C843G15904		C843G15904          	MP20X	300A FORKS 650X1183 (X=1004MM)	EUR	0	300A FORKS 650X1183 (X=1004MM)	 300AFORKS650X1183(X=1004MM)	N	N																								
FORKS	MAST	C843	G159	C843G15905		C843G15905          	MP20X	400A FORKS 560X980  (X=801MM)	EUR	0	400A FORKS 560X980  (X=801MM)	 400AFORKS560X980(X=801MM)	N	N																								
FORKS	MAST	C843	G159	C843G15906		C843G15906          	MP20X	400A FORKS 560X1183 (X=1004MM)	EUR	0	400A FORKS 560X1183 (X=1004MM)	 400AFORKS560X1183(X=1004MM)	N	N																								
FORKS	MAST	C843	G159	C843G15907		C843G15907          	MP20X	400A FORKS 650X980  (X=801MM)	EUR	950	400A FORKS 650X980  (X=801MM)	 400AFORKS650X980(X=801MM)	N	N																								
FORKS	MAST	C843	G159	C843G15908		C843G15908          	MP20X	400A FORKS 650X1183 (X=1004MM)	EUR	950	400A FORKS 650X1183 (X=1004MM)	 400AFORKS650X1183(X=1004MM)	N	N																								
FORKS	MAST	C843	G159	C843G15909		C843G15909          	MP20X	500A FORKS 560X980 (X=801MM)	EUR	0	500A FORKS 560X980 (X=801MM)	 500AFORKS560X980(X=801MM)	N	N																								
FORKS	MAST	C843	G159	C843G15910		C843G15910          	MP20X	500A FORKS 560X1183 (X=1004MM)	EUR	0	500A FORKS 560X1183 (X=1004MM)	 500AFORKS560X1183(X=1004MM)	N	N																								
FORKS	MAST	C843	G159	C843G15911		C843G15911          	MP20X	500A FORKS 650X980 (X=801MM)	EUR	950	500A FORKS 650X980 (X=801MM)	 500AFORKS650X980(X=801MM)	N	N																								
FORKS	MAST	C843	G159	C843G15912		C843G15912          	MP20X	500A FORKS 650X1183 (X=1004MM)	EUR	950	500A FORKS 650X1183 (X=1004MM)	 500AFORKS650X1183(X=1004MM)	N	N																								
FORKS	MAST	C843	G159	C843G15913		C843G15913          	MP20X	300A FORKS 520X980 (X=801MM)	EUR	950	300A FORKS 520X980 (X=801MM)	 300AFORKS520X980(X=801MM)	N	N																								
FORKS	MAST	C843	G159	C843G15914		C843G15914          	MP20X	300A FORKS 520X1183 (X=1004MM)	EUR	950	300A FORKS 520X1183 (X=1004MM)	 300AFORKS520X1183(X=1004MM)	N	N																								
FORKS	MAST	C843	G159	C843G15915		C843G15915          	MP20X	400A FORKS 520X980 (X=801MM)	EUR	950	400A FORKS 520X980 (X=801MM)	 400AFORKS520X980(X=801MM)	N	N																								
FORKS	MAST	C843	G159	C843G15916		C843G15916          	MP20X	400A FORKS 520X1183 (X=1004MM)	EUR	950	400A FORKS 520X1183 (X=1004MM)	 400AFORKS520X1183(X=1004MM)	N	N																								
FORKS	MAST	C843	G159	C843G15917		C843G15917          	MP20X	500A FORKS 520X980 (X=801MM)	EUR	950	500A FORKS 520X980 (X=801MM)	 500AFORKS520X980(X=801MM)	N	N																								
FORKS	MAST	C843	G159	C843G15918		C843G15918          	MP20X	500A FORKS 520X1183 (X=1004MM)	EUR	950	500A FORKS 520X1183 (X=1004MM)	 500AFORKS520X1183(X=1004MM)	N	N																								
FORKS	MAST	C843	G159	C843G159A2		C843G159A2          	MP20X	400A FORKS 560X2350S (X=1405MM)	EUR	1610	400A FORKS 560X2350S (X=1405MM)	 400AFORKS560X2350S(X=1405MM)	N	N																								
FORKS	MAST	C843	G159	C843G159A7		C843G159A7          	MP20X	400A FORKS 650X1600  (X=1421MM)	EUR	1410	400A FORKS 650X1600  (X=1421MM)	 400AFORKS650X1600(X=1421MM)	N	N																								
FORKS	MAST	C843	G159	C843G159B0		C843G159B0          	MP20X	400A FORKS 560X2350L (X=1860MM)	EUR	1431.25	400A FORKS 560X2350L (X=1860MM)	 400AFORKS560X2350L(X=1860MM)	N	N																								
FORKS	MAST	C843	G159	C843G159B3		C843G159B3          	MP20X	400A FORKS 560X1500	EUR	1095	400A FORKS 560X1500	 400AFORKS560X1500	N	N																								
FORKS	MAST	C843	G159	C843G159B4		C843G159B4          	MP20X	300A FORKS 560X2150	EUR	2530	300A FORKS 560X2150	 300AFORKS560X2150	N	N																								
FORKS	MAST	C843	G159	C843G159B5		C843G159B5          	MP20X	300A FORKS 560X2000	EUR	2520	300A FORKS 560X2000	 300AFORKS560X2000	N	N																								
FORKS	MAST	C843	G159	C843G159B7		C843G159B7          	MP20X	400A FORKS 560X1800 (X=1405MM)	EUR	1307	400A FORKS 560X1800 (X=1405MM)	 400AFORKS560X1800(X=1405MM)	N	N																								
FORKS	MAST	C843	G159	C843G159B8		C843G159B8          	MP20X	500A FORKS 560X1650 MM	EUR	1015	500A FORKS 560X1650 MM	 500AFORKS560X1650MM	N	N																								
FORKS	MAST	C843	G159	C843G159C5		C843G159C5          	MP20X	400A FORKS 650X1300	EUR	885	400A FORKS 650X1300	 400AFORKS650X1300	N	N																								
FORKS	MAST	C843	G159	C843G159C7		C843G159C7          	MP20X	300A FORKS 560X1183 (X=854MM)	EUR	1730	300A FORKS 560X1183 (X=854MM)	 300AFORKS560X1183(X=854MM)	N	N																								
FORKS	MAST	C843	G159	C843G159D4		C843G159D4          	MP20X	500A FORKS 560X1400	EUR	1093	500A FORKS 560X1400	 500AFORKS560X1400	N	N																								
FORKS	MAST	C843	G159	C843G159D5		C843G159D5          	MP20X	500A FORKS 520X2350S (X=1405MM)	EUR	1402	500A FORKS 520X2350S (X=1405MM)	 500AFORKS520X2350S(X=1405MM)	N	N																								
FORKS	MAST	C843	G159	C843G159D6		C843G159D6          	MP20X	400A FORKS 560X1600  (X=1421MM)	EUR	1635.72	400A FORKS 560X1600  (X=1421MM)	 400AFORKS560X1600(X=1421MM)	N	N																								
BATTERY TRAY & RETENTION	BATTERY	C843	G166	C843G16601		C843G16601          	MP20X	VERTICAL BATTERY EXTRACTION	EUR	0	VERTICAL BATTERY EXTRACTION	 VERTICALBATTERYEXTRACTION	N	N																								
BATTERY TRAY & RETENTION	BATTERY	C843	G166	C843G16602		C843G16602          	MP20X	LATERAL BATTERY EXTRACTION	EUR	285	LATERAL BATTERY EXTRACTION	 LATERALBATTERYEXTRACTION	N	N																								
CAB	CAB	C843	G180	C843G18001		C843G18001          	MP20X	FOLDING PLATFORM ONLY-6KMH W/O SIDE ARMS	EUR	-135	FOLDING PLATFORM ONLY-6KMH W/O SIDE ARMS	 FOLDINGPLATFORMONLY6KMHW/OSIDEARMS	N	N																								
CAB	CAB	C843	G180	C843G18002		C843G18002          	MP20X	FOLDING PLATFORM+SIDE ARMS	EUR	0	FOLDING PLATFORM+SIDE ARMS	 FOLDINGPLATFORM+SIDEARMS	N	N																								
CAB	CAB	C843	G180	C843G18003		C843G18003          	MP20X	PLATFORM+REAR PROTECTION(BOB)	EUR	975	PLATFORM+REAR PROTECTION(BOB)	 PLATFORM+REARPROTECTION(BOB)	N	N																								
CAB	CAB	C843	G180	C843G18004		C843G18004          	MP20X	PLATFORM+REAR PROTECTION(BIGA)	EUR	830	PLATFORM+REAR PROTECTION(BIGA)	 PLATFORM+REARPROTECTION(BIGA)	N	N																								
CAB	CAB	C843	G180	C843G18005		C843G18005          	MP20X	GALVANIZED PLATFORM (6KMH)W/O SIDEARMS	EUR	85	GALVANIZED PLATFORM (6KMH)W/O SIDEARMS	 GALVANIZEDPLATFORM(6KMH)W/OSIDEARMS	N	N																								
CAB	CAB	C843	G180	C843G18006		C843G18006          	MP20X	GALVANIZED PLATFORM + SIDE ARMS	EUR	230	GALVANIZED PLATFORM + SIDE ARMS	 GALVANIZEDPLATFORM+SIDEARMS	N	N																								
CAB	CAB	C843	G180	C843G180A0		C843G180A0          	MP20X	PLATFORM REAR PROTECTION(BIGA) S/A	EUR	830	PLATFORM REAR PROTECTION(BIGA) S/A	 PLATFORMREARPROTECTION(BIGA)S/A	N	N																								
CAB	CAB	C843	G180	C843G180A1		C843G180A1          	MP20X	PLATFORM REAR PROTECTION (BOB) S/A	EUR	975	PLATFORM REAR PROTECTION (BOB) S/A	 PLATFORMREARPROTECTION(BOB)S/A	N	N																								
WHEEL/TYRE ASSY	WHEELS	C843	G195	C843G19501		C843G19501          	MP20X	ROLLER TANDEM D85X94	EUR	0	ROLLER TANDEM D85X94	 ROLLERTANDEMD85X94																										
WHEEL/TYRE ASSY	WHEELS	C843	G195	C843G19502		C843G19502          	MP20X	TWIN ROLLER TANDEM D85X47	EUR	160	TWIN ROLLER TANDEM D85X47	 TWINROLLERTANDEMD85X47																										
WHEEL/TYRE ASSY	WHEELS	C843	G195	C843G19503		C843G19503          	MP20X	SINGLE D85X94 (FRUIT*CAPACITY 1500 KG.)	EUR	160	SINGLE D85X94 (FRUIT*CAPACITY 1500 KG.)	 SINGLED85X94(FRUIT*CAPACITY1500KG)																										
WHEEL/TYRE ASSY	WHEELS	C843	G195	C843G19504		C843G19504          	MP20X	SINGLE D85X115(REDUCED TRUCK CAP.1500KG)	EUR	130	SINGLE D85X115(REDUCED TRUCK CAP.1500KG)	 SINGLED85X115(REDUCEDTRUCKCAP1500KG)																										
WHEEL/TYRE ASSY	WHEELS	C843	G195	C843G19505		C843G19505          	MP20X	TWINS SINGLE D85X(4X57) (CAP.1500KG )	EUR	180	TWINS SINGLE D85X(4X57) (CAP.1500KG )	 TWINSSINGLED85X(4X57)(CAP1500KG)																										
DRIVE WHEEL & TYRES	WHEELS	C843	G198	C843G19801		C843G19801          	MP20X	D254 X 125 IN VULKOLLAN 92SH.A	EUR	215	D254 X 125 IN VULKOLLAN 92SH.A	 D254X125INVULKOLLAN92SHA																										
DRIVE WHEEL & TYRES	WHEELS	C843	G198	C843G19802		C843G19802          	MP20X	D254 X 90 IN VULKOLLAN 92SH.A	EUR	0	D254 X 90 IN VULKOLLAN 92SH.A	 D254X90INVULKOLLAN92SHA																										
DRIVE WHEEL & TYRES	WHEELS	C843	G198	C843G19803		C843G19803          	MP20X	D254 X 90 IN TOPTHANE 75SH.A (NO	EUR	215	D254 X 90 IN TOPTHANE 75SH.A (NO	 D254X90INTOPTHANE75SHA(NO																										
DRIVE WHEEL & TYRES	WHEELS	C843	G198	C843G19804		C843G19804          	MP20X	D254 X 90 IN TOPTHANE 75SH.A (NO	EUR	245	D254 X 90 IN TOPTHANE 75SH.A (NO	 D254X90INTOPTHANE75SHA(NO																										
DRIVE WHEEL & TYRES	WHEELS	C843	G198	C843G19805		C843G19805          	MP20X	D254 X 125 VULKOLLAN 92SH.A ANTISTATIC	EUR	255	D254 X 125 VULKOLLAN 92SH.A ANTISTATIC	 D254X125VULKOLLAN92SHAANTISTATIC																										
STEER WHEEL & TYRES	WHEELS	C843	G201	C843G20101		C843G20101          	MP20X	CASTOR WHEELS W/STABILIZER BAR	EUR	0	CASTOR WHEELS W/STABILIZER BAR	 CASTORWHEELSW/STABILIZERBAR																										
STEER WHEEL & TYRES	WHEELS	C843	G201	C843G20102		C843G20102          	MP20X	INDEPENDENT CASTOR WHEELS	EUR	185	INDEPENDENT CASTOR WHEELS	 INDEPENDENTCASTORWHEELS																										
LITERATURE PACK	MANUALS	C843	G237	C843G23701		C843G23701          	MP20X	OPERATING MANUAL: ENGLISH	EUR	0	OPERATING MANUAL: ENGLISH	 OPERATINGMANUAL:ENGLISH																										
LITERATURE PACK	MANUALS	C843	G237	C843G23702		C843G23702          	MP20X	OPERATING MANUAL: ITALIAN	EUR	0	OPERATING MANUAL: ITALIAN	 OPERATINGMANUAL:ITALIAN																										
LITERATURE PACK	MANUALS	C843	G237	C843G23703		C843G23703          	MP20X	OPERATING MANUAL: GERMAN	EUR	0	OPERATING MANUAL: GERMAN	 OPERATINGMANUAL:GERMAN																										
LITERATURE PACK	MANUALS	C843	G237	C843G23704		C843G23704          	MP20X	OPERATING MANUAL: FRENCH	EUR	0	OPERATING MANUAL: FRENCH	 OPERATINGMANUAL:FRENCH																										
LITERATURE PACK	MANUALS	C843	G237	C843G23705		C843G23705          	MP20X	OPERATING MANUAL: SPANISH	EUR	0	OPERATING MANUAL: SPANISH	 OPERATINGMANUAL:SPANISH																										
LITERATURE PACK	MANUALS	C843	G237	C843G23706		C843G23706          	MP20X	OPERATING MANUAL: DANISH	EUR	0	OPERATING MANUAL: DANISH	 OPERATINGMANUAL:DANISH																										
LITERATURE PACK	MANUALS	C843	G237	C843G23707		C843G23707          	MP20X	OPERATING MANUAL: SWEDISH	EUR	0	OPERATING MANUAL: SWEDISH	 OPERATINGMANUAL:SWEDISH																										
LITERATURE PACK	MANUALS	C843	G237	C843G23708		C843G23708          	MP20X	OPERATING MANUAL: DUTCH	EUR	0	OPERATING MANUAL: DUTCH	 OPERATINGMANUAL:DUTCH																										
LITERATURE PACK	MANUALS	C843	G237	C843G23709		C843G23709          	MP20X	OPERATING MANUAL: NORWEGIAN	EUR	0	OPERATING MANUAL: NORWEGIAN	 OPERATINGMANUAL:NORWEGIAN																										
LITERATURE PACK	MANUALS	C843	G237	C843G23710		C843G23710          	MP20X	OPERATING MANUAL: CZECH	EUR	0	OPERATING MANUAL: CZECH	 OPERATINGMANUAL:CZECH																										
LITERATURE PACK	MANUALS	C843	G237	C843G23711		C843G23711          	MP20X	OPERATING MANUAL: POLISH	EUR	0	OPERATING MANUAL: POLISH	 OPERATINGMANUAL:POLISH																										
LITERATURE PACK	MANUALS	C843	G237	C843G23712		C843G23712          	MP20X	OPERATING MANUAL: PORTUGUESE	EUR	0	OPERATING MANUAL: PORTUGUESE	 OPERATINGMANUAL:PORTUGUESE																										
LITERATURE PACK	MANUALS	C843	G237	C843G23713		C843G23713          	MP20X	OPERATING MANUAL: RUSSIAN	EUR	0	OPERATING MANUAL: RUSSIAN	 OPERATINGMANUAL:RUSSIAN																										
LITERATURE PACK	MANUALS	C843	G237	C843G23714		C843G23714          	MP20X	OPERATING MANUAL: FINNISH	EUR	0	OPERATING MANUAL: FINNISH	 OPERATINGMANUAL:FINNISH																										
LITERATURE PACK	MANUALS	C843	G237	C843G23715		C843G23715          	MP20X	OPERATING MANUAL: GREEK	EUR	0	OPERATING MANUAL: GREEK	 OPERATINGMANUAL:GREEK																										
LITERATURE PACK	MANUALS	C843	G237	C843G23716		C843G23716          	MP20X	OPERATING MANUAL: HUNGARIAN	EUR	0	OPERATING MANUAL: HUNGARIAN	 OPERATINGMANUAL:HUNGARIAN																										
LITERATURE PACK	MANUALS	C843	G237	C843G23717		C843G23717          	MP20X	OPERATING MANUAL: ROMANIAN	EUR	0	OPERATING MANUAL: ROMANIAN	 OPERATINGMANUAL:ROMANIAN																										
LITERATURE PACK	MANUALS	C843	G237	C843G23718		C843G23718          	MP20X	OPERATING MANUAL: SLOVENIAN	EUR	0	OPERATING MANUAL: SLOVENIAN	 OPERATINGMANUAL:SLOVENIAN																										
LITERATURE PACK	MANUALS	C843	G237	C843G23719		C843G23719          	MP20X	LITERATURE PACKAGE: LATVIAN	EUR	0	LITERATURE PACKAGE: LATVIAN	 LITERATUREPACKAGE:LATVIAN																										
LITERATURE PACK	MANUALS	C843	G237	C843G23720		C843G23720          	MP20X	LITERATURE PACKAGE: LITHUANIAN	EUR	0	LITERATURE PACKAGE: LITHUANIAN	 LITERATUREPACKAGE:LITHUANIAN																										
LITERATURE PACK	MANUALS	C843	G237	C843G23721		C843G23721          	MP20X	LITERATURE PACKAGE: SLOVAK	EUR	0	LITERATURE PACKAGE: SLOVAK	 LITERATUREPACKAGE:SLOVAK																										
LITERATURE PACK	MANUALS	C843	G237	C843G23722		C843G23722          	MP20X	LITERATURE PACKAGE: ESTONIAN	EUR	0	LITERATURE PACKAGE: ESTONIAN	 LITERATUREPACKAGE:ESTONIAN																										
BATTERY	BATTERY	C843	G249	C843G24920		C843G24920          	MP20X	BATTERY 24V 210AH 621X209X627 HAWKER	EUR	1070	BATTERY 24V 210AH 621X209X627 HAWKER	 BATTERY24V210AH621X209X627HAWKER	N	N	210 Ah					24 Volts																	Hawker	621 MM
BATTERY	BATTERY	C843	G249	C843G24921		C843G24921          	MP20X	BATTERY 24V 250AH 621X209X627 HAWKER	EUR	1150	BATTERY 24V 250AH 621X209X627 HAWKER	 BATTERY24V250AH621X209X627HAWKER	N	N	250 Ah					24 Volts																	Hawker	621 MM
BATTERY	BATTERY	C843	G249	C843G24922		C843G24922          	MP20X	BATTERY 24V 300AH 665X212X680 HAWKER	EUR	1320	BATTERY 24V 300AH 665X212X680 HAWKER	 BATTERY24V300AH665X212X680HAWKER	N	N	300 Ah					24 Volts																	Hawker	665 MM
BATTERY	BATTERY	C843	G249	C843G24923		C843G24923          	MP20X	BATTERY 24V 400AH 665X250X680 HAWKER	EUR	1610	BATTERY 24V 400AH 665X250X680 HAWKER	 BATTERY24V400AH665X250X680HAWKER	N	N	400 Ah					24 Volts																	Hawker	665 MM
BATTERY	BATTERY	C843	G249	C843G24924		C843G24924          	MP20X	BATTERY 24V 500AH 665X300X680 HAWKER	EUR	2150	BATTERY 24V 500AH 665X300X680 HAWKER	 BATTERY24V500AH665X300X680HAWKER	N	N	500 Ah					24 Volts																	Hawker	665 MM
BATTERY	BATTERY	C843	G249	C843G24999		C843G24999          	MP20X	LESS BATTERY	EUR	0	LESS BATTERY	 LESSBATTERY	N	N																								
BATTERY CHARGER	BATTERY	C843	G258	C843G25801		C843G25801          	MP20X	**CHARGER EXIDE 24V-60A 220V  MONOPHASE	EUR	390	**CHARGER EXIDE 24V-60A 220V  MONOPHASE	 **CHARGEREXIDE24V60A220VMONOPHASE	N	N	60 Ah					24 Volts				1 Phases														
BATTERY CHARGER	BATTERY	C843	G258	C843G25810		C843G25810          	MP20X	CHARGER 50HZ-1 PHASE-24/50-8HR HAWKER	EUR	535	CHARGER 50HZ-1 PHASE-24/50-8HR HAWKER	 CHARGER50HZ1PHASE24/508HRHAWKER	N	N		50 Hz				24 Volts	8 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	C843	G258	C843G25811		C843G25811          	MP20X	CHARGER 50HZ-1 PHASE-24/60-8HR HAWKER	EUR	580	CHARGER 50HZ-1 PHASE-24/60-8HR HAWKER	 CHARGER50HZ1PHASE24/608HRHAWKER	N	N		50 Hz				24 Volts	8 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	C843	G258	C843G25812		C843G25812          	MP20X	CHARGER 50HZ-1 PHASE-24/80-8HR HAWKER	EUR	860	CHARGER 50HZ-1 PHASE-24/80-8HR HAWKER	 CHARGER50HZ1PHASE24/808HRHAWKER	N	N		50 Hz				24 Volts	8 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	C843	G258	C843G25813		C843G25813          	MP20X	CHARGER 50HZ-1 PHASE-24/100-8HR HAWKER	EUR	940	CHARGER 50HZ-1 PHASE-24/100-8HR HAWKER	 CHARGER50HZ1PHASE24/1008HRHAWKER	N	N		50 Hz				24 Volts	8 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	C843	G258	C843G25814		C843G25814          	MP20X	CHARGER 50HZ-3 PHASE-24/50-8HR HAWKER	EUR	915	CHARGER 50HZ-3 PHASE-24/50-8HR HAWKER	 CHARGER50HZ3PHASE24/508HRHAWKER	N	N		50 Hz				24 Volts	8 Hours			3 Phases													Hawker	
BATTERY CHARGER	BATTERY	C843	G258	C843G25815		C843G25815          	MP20X	CHARGER 50HZ-3 PHASE-24/60-8HR HAWKER	EUR	950	CHARGER 50HZ-3 PHASE-24/60-8HR HAWKER	 CHARGER50HZ3PHASE24/608HRHAWKER	N	N		50 Hz				24 Volts	8 Hours			3 Phases													Hawker	
BATTERY CHARGER	BATTERY	C843	G258	C843G25816		C843G25816          	MP20X	CHARGER 50HZ-3 PHASE-24/80-8HR HAWKER	EUR	1005	CHARGER 50HZ-3 PHASE-24/80-8HR HAWKER	 CHARGER50HZ3PHASE24/808HRHAWKER	N	N		50 Hz				24 Volts	8 Hours			3 Phases													Hawker	
BATTERY CHARGER	BATTERY	C843	G258	C843G25817		C843G25817          	MP20X	CHARGER 50HZ-3 PHASE-24/100-8HR HAWKER	EUR	1030	CHARGER 50HZ-3 PHASE-24/100-8HR HAWKER	 CHARGER50HZ3PHASE24/1008HRHAWKER	N	N		50 Hz				24 Volts	8 Hours			3 Phases													Hawker	
BATTERY CHARGER	BATTERY	C843	G258	C843G25818		C843G25818          	MP20X	CHARGER 50HZ-1 PHASE-24/30-12HR HAWKER	EUR	300	CHARGER 50HZ-1 PHASE-24/30-12HR HAWKER	 CHARGER50HZ1PHASE24/3012HRHAWKER	N	N		50 Hz				24 Volts	12 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	C843	G258	C843G25819		C843G25819          	MP20X	CHARGER 50HZ-1 PHASE-24/40-12HR HAWKER	EUR	320	CHARGER 50HZ-1 PHASE-24/40-12HR HAWKER	 CHARGER50HZ1PHASE24/4012HRHAWKER	N	N		50 Hz				24 Volts	12 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	C843	G258	C843G25820		C843G25820          	MP20X	CHARGER 50HZ-1 PHASE-24/60-12HR HAWKER	EUR	390	CHARGER 50HZ-1 PHASE-24/60-12HR HAWKER	 CHARGER50HZ1PHASE24/6012HRHAWKER	N	N		50 Hz				24 Volts	12 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	C843	G258	C843G25821		C843G25821          	MP20X	CHARGER 50HZ-1 PHASE-24/80-12HR HAWKER	EUR	700	CHARGER 50HZ-1 PHASE-24/80-12HR HAWKER	 CHARGER50HZ1PHASE24/8012HRHAWKER	N	N		50 Hz				24 Volts	12 Hours			1 Phases													Hawker	
BATTERY CHARGER	BATTERY	C843	G258	C843G25822		C843G25822          	MP20X	CHARGER 50HZ-3 PHASE-24/60-12HR HAWKER	EUR	680	CHARGER 50HZ-3 PHASE-24/60-12HR HAWKER	 CHARGER50HZ3PHASE24/6012HRHAWKER	N	N		50 Hz				24 Volts	12 Hours			3 Phases													Hawker	
BATTERY CHARGER	BATTERY	C843	G258	C843G25823		C843G25823          	MP20X	CHARGER 50HZ-3 PHASE-24/70-12HR HAWKER	EUR	715	CHARGER 50HZ-3 PHASE-24/70-12HR HAWKER	 CHARGER50HZ3PHASE24/7012HRHAWKER	N	N		50 Hz				24 Volts	12 Hours			3 Phases													Hawker	
BATTERY CHARGER	BATTERY	C843	G258	C843G25824		C843G25824          	MP20X	CHARGER 1 PHASE-HF-SMT 24/40-7HR HAWKER	EUR	835	CHARGER 1 PHASE-HF-SMT 24/40-7HR HAWKER	 CHARGER1PHASEHFSMT24/407HRHAWKER	N	N						24 Volts	7 Hours			1 Phases													Hawker	
